NM_URNA_CANDIDATO,SG_PARTIDO,IDEOLOGIA_PARTIDO,SG_UF,DS_GENERO,DS_COR_RACA,NR_IDADE_DATA_POSSE,VR_BEM_CANDIDATO,AGRUPAMENTO_BENS,DS_GRAU_INSTRUCAO,DS_OCUPACAO,ST_REELEICAO,NM_EMAIL,NR_CANDIDATO
ZÉ DA ESTRADA,AGIR,Direita,SP,MASCULINO,BRANCA,70.0,nan,nan,ENSINO FUNDAMENTAL COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,3646
WEVERTON VETÃO,PSB,Esquerda,MG,MASCULINO,PARDA,30.0,139125.0,BENS_G3,SUPERIOR COMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,4060
NEILSON SOARES,DC,Direita,MA,MASCULINO,PARDA,45.0,nan,nan,SUPERIOR COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,2712
DONA VERA,AVANTE,Centro,SP,FEMININO,PARDA,60.0,100000.0,BENS_G3,ENSINO FUNDAMENTAL COMPLETO,ARTESÃO,N,NÃO DIVULGÁVEL,7003
REGINA ENFERMEIRA,PSDB,Centro,SP,FEMININO,BRANCA,54.0,26154.0,BENS_G4,SUPERIOR COMPLETO,ENFERMEIRO,N,NÃO DIVULGÁVEL,4550
ROBERTÃO CORDEIRO,SOLIDARIEDADE,Centro,MG,MASCULINO,PARDA,64.0,373867.0,BENS_G2,ENSINO MÉDIO COMPLETO,APOSENTADO (EXCETO SERVIDOR PÚBLICO),N,NÃO DIVULGÁVEL,7798
DANGLEY JOSE O PADRE,AGIR,Direita,PR,MASCULINO,BRANCA,39.0,680000.0,BENS_G2,SUPERIOR INCOMPLETO,AGRICULTOR,N,NÃO DIVULGÁVEL,3611
MARIA DO ROSÁRIO,PT,Esquerda,RS,FEMININO,BRANCA,56.0,496713.0,BENS_G2,SUPERIOR COMPLETO,DEPUTADO,S,NÃO DIVULGÁVEL,1370
TALMA NONAKA,PSD,Direita,SP,FEMININO,BRANCA,57.0,nan,nan,SUPERIOR COMPLETO,COMERCIANTE,N,NÃO DIVULGÁVEL,5528
KELY LOUZADA,SOLIDARIEDADE,Centro,RJ,FEMININO,PRETA,54.0,nan,nan,ENSINO MÉDIO COMPLETO,AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS,N,NÃO DIVULGÁVEL,7767
DJE CAVALCANTE,PDT,Esquerda,AC,FEMININO,BRANCA,38.0,115000.0,BENS_G3,SUPERIOR INCOMPLETO,OUTROS,N,NÃO DIVULGÁVEL,1221
LUCIANO PEREIRA,UNIÃO,Direita,SC,MASCULINO,PARDA,52.0,364000.0,BENS_G2,SUPERIOR COMPLETO,SERVIDOR PÚBLICO MUNICIPAL,N,NÃO DIVULGÁVEL,4470
RONALDO QUEIROZ,PMN,Esquerda,PR,MASCULINO,BRANCA,37.0,nan,nan,SUPERIOR INCOMPLETO,ANALISTA DE SISTEMAS,N,NÃO DIVULGÁVEL,3321
FABINHO NAVARRO,AVANTE,Centro,RS,MASCULINO,BRANCA,52.0,nan,nan,LÊ E ESCREVE,ADMINISTRADOR,N,NÃO DIVULGÁVEL,7000
HAYDEE PARREIRA,PRTB,Direita,RR,FEMININO,PARDA,57.0,50000.0,BENS_G4,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,2828
REGINA DO PROJETO HARPA,PSDB,Centro,ES,FEMININO,PARDA,63.0,nan,nan,SUPERIOR COMPLETO,ADMINISTRADOR,N,NÃO DIVULGÁVEL,4599
MARISA LOBO PSICÓLOGA CRISTÃ,PTB,Direita,PR,FEMININO,BRANCA,59.0,300000.0,BENS_G2,SUPERIOR COMPLETO,PSICÓLOGO,N,NÃO DIVULGÁVEL,1414
OTTO FILHO,PSD,Direita,BA,MASCULINO,BRANCA,45.0,1646457.0,BENS_G1,SUPERIOR COMPLETO,DEPUTADO,S,NÃO DIVULGÁVEL,5588
RAFAEL VALENTIM,PTB,Direita,SP,MASCULINO,BRANCA,40.0,17063.0,BENS_G4,SUPERIOR COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,1403
WAGNE MACHADO,MDB,Centro,PA,MASCULINO,PARDA,39.0,8774560.0,BENS_G1,SUPERIOR COMPLETO,PECUARISTA,N,NÃO DIVULGÁVEL,1501
ELIAS ISHY,PT,Esquerda,MS,MASCULINO,PRETA,64.0,754585.0,BENS_G2,SUPERIOR COMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,1313
ED PEREIRA,UNIÃO,Direita,SC,MASCULINO,BRANCA,38.0,558803.0,BENS_G2,SUPERIOR COMPLETO,ADMINISTRADOR,N,NÃO DIVULGÁVEL,4477
RUDSON VELASQUES,PMB,Direita,RJ,MASCULINO,BRANCA,46.0,46000.0,BENS_G4,SUPERIOR INCOMPLETO,PROFESSOR E INSTRUTOR DE FORMAÇÃO PROFISSIONAL,N,NÃO DIVULGÁVEL,3545
DIOGO SCAMPARINI,AGIR,Direita,PR,MASCULINO,PARDA,34.0,nan,nan,ENSINO MÉDIO COMPLETO,PUBLICITÁRIO,N,NÃO DIVULGÁVEL,3663
ATLETA CANELA DE AÇO,PSC,Direita,BA,MASCULINO,PARDA,53.0,360000.0,BENS_G2,ENSINO MÉDIO COMPLETO,VIGILANTE,N,NÃO DIVULGÁVEL,2032
LUIZ OTAVIO,MDB,Centro,SP,MASCULINO,BRANCA,68.0,268518.0,BENS_G3,SUPERIOR COMPLETO,APOSENTADO (EXCETO SERVIDOR PÚBLICO),N,NÃO DIVULGÁVEL,1554
VAL DUTRA,PODE,Direita,SP,FEMININO,BRANCA,52.0,23000.0,BENS_G4,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,1967
KIM LOPES,PT,Esquerda,CE,MASCULINO,PRETA,52.0,62032.0,BENS_G4,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,1323
IARA GUSMÃO,AVANTE,Centro,SP,FEMININO,PARDA,49.0,5000.0,BENS_G4,SUPERIOR INCOMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,7008
CIBELE FRANCO,NOVO,Direita,SP,FEMININO,BRANCA,42.0,130000.0,BENS_G3,SUPERIOR COMPLETO,PROFESSOR DE ENSINO FUNDAMENTAL,N,NÃO DIVULGÁVEL,3015
PASTOR AIRTON SILVA,AVANTE,Centro,CE,MASCULINO,PARDA,46.0,39000.0,BENS_G4,SUPERIOR COMPLETO,"CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES",N,NÃO DIVULGÁVEL,7033
JÚNIOR LISBOA,PSB,Esquerda,AL,MASCULINO,PARDA,56.0,nan,nan,ENSINO MÉDIO COMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,4010
ROBERTO SILVA,SOLIDARIEDADE,Centro,PI,MASCULINO,PARDA,50.0,nan,nan,SUPERIOR COMPLETO,POLICIAL CIVIL,N,NÃO DIVULGÁVEL,7776
TIÃO DA ELKA,MDB,Centro,TO,MASCULINO,PARDA,74.0,100000.0,BENS_G3,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,1506
WILLIAM FRANÇA,PSOL,Esquerda,AC,MASCULINO,PRETA,33.0,nan,nan,SUPERIOR COMPLETO,PROFESSOR DE ENSINO MÉDIO,N,NÃO DIVULGÁVEL,5012
POLLY DO NOVO,NOVO,Direita,GO,FEMININO,PARDA,40.0,nan,nan,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,3000
PROF. REJANE PINHEIRO,PT,Esquerda,CE,FEMININO,PARDA,51.0,nan,nan,SUPERIOR COMPLETO,PROFESSOR DE ENSINO MÉDIO,N,NÃO DIVULGÁVEL,1319
FERNANDO PIMENTEL,PT,Esquerda,MG,MASCULINO,BRANCA,71.0,1386268.0,BENS_G1,SUPERIOR COMPLETO,ECONOMISTA,N,NÃO DIVULGÁVEL,1355
ELDA,PP,Direita,PA,FEMININO,PARDA,46.0,nan,nan,ENSINO MÉDIO COMPLETO,COMERCIANTE,N,NÃO DIVULGÁVEL,1144
GRACIANO,CIDADANIA,Esquerda,RS,MASCULINO,BRANCA,62.0,403490.0,BENS_G2,ENSINO MÉDIO COMPLETO,COMERCIANTE,N,NÃO DIVULGÁVEL,2308
PROFESSOR KEYDSON QUARESMA,PTB,Direita,ES,MASCULINO,PARDA,51.0,525000.0,BENS_G2,SUPERIOR COMPLETO,SERVIDOR PÚBLICO FEDERAL,N,NÃO DIVULGÁVEL,1470
PATRICIA VEDRANO,PV,Esquerda,SP,FEMININO,BRANCA,48.0,133853.0,BENS_G3,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,4310
ZE RAIMUNDO,PSB,Esquerda,BA,MASCULINO,PRETA,48.0,500000.0,BENS_G2,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,4000
DAYVIANE GARCIA,NOVO,Direita,RJ,FEMININO,BRANCA,36.0,45006.0,BENS_G4,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,3030
ANTONIO COLETIVO MÃOS DADAS,PSOL,Esquerda,RS,MASCULINO,BRANCA,58.0,nan,nan,SUPERIOR COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,5000
ALEXSANDRA RIBEIRO,PSB,Esquerda,SP,FEMININO,PRETA,50.0,nan,nan,SUPERIOR COMPLETO,AUXILIAR DE ESCRITÓRIO E ASSEMELHADOS,N,NÃO DIVULGÁVEL,4006
LIVIA TRINDADE,PSTU,Esquerda,MG,FEMININO,PRETA,38.0,150000.0,BENS_G3,ENSINO MÉDIO COMPLETO,"CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES",N,NÃO DIVULGÁVEL,1619
ANTONIO CARLOS BELELECO,DC,Direita,PR,MASCULINO,BRANCA,64.0,nan,nan,SUPERIOR COMPLETO,REPRESENTANTE COMERCIAL,N,NÃO DIVULGÁVEL,2702
DR VINICIUS RODRIGUES,PL,Direita,SP,MASCULINO,BRANCA,34.0,437223.0,BENS_G2,SUPERIOR COMPLETO,MÉDICO,N,NÃO DIVULGÁVEL,2242
BRUNO ANGELI,PODE,Direita,MG,MASCULINO,PARDA,40.0,26000.0,BENS_G4,SUPERIOR INCOMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,1927
DR MARCOS HARTER,PODE,Direita,MT,MASCULINO,BRANCA,43.0,2442932.0,BENS_G1,SUPERIOR COMPLETO,MÉDICO,N,NÃO DIVULGÁVEL,1911
VASCONCELOS,DC,Direita,PE,MASCULINO,PARDA,72.0,nan,nan,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,2780
JOCTÂ BARROS,PTB,Direita,PE,MASCULINO,BRANCA,48.0,nan,nan,SUPERIOR COMPLETO,PECUARISTA,N,NÃO DIVULGÁVEL,1422
EDER MATOS,MDB,Centro,SE,MASCULINO,PARDA,40.0,nan,nan,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,1520
ALTINEU CORTES,PL,Direita,RJ,MASCULINO,PARDA,54.0,1270912.0,BENS_G1,SUPERIOR COMPLETO,DEPUTADO,N,NÃO DIVULGÁVEL,2269
PASTORA VERA,PMB,Direita,PA,FEMININO,BRANCA,50.0,nan,nan,ENSINO FUNDAMENTAL COMPLETO,AGRICULTOR,N,NÃO DIVULGÁVEL,3555
DR. RONALD VIEIRA,MDB,Centro,SE,MASCULINO,BRANCA,36.0,234211.0,BENS_G3,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,1555
DRA SANDRA TADEU,UNIÃO,Direita,SP,FEMININO,BRANCA,66.0,3307652.0,BENS_G1,SUPERIOR COMPLETO,MÉDICO,N,NÃO DIVULGÁVEL,4422
PRIMO MAIS NOVO,NOVO,Direita,SP,MASCULINO,BRANCA,60.0,324000.0,BENS_G2,SUPERIOR COMPLETO,REPRESENTANTE COMERCIAL,N,NÃO DIVULGÁVEL,3074
VINICIUS COSTA,REPUBLICANOS,Direita,MG,MASCULINO,BRANCA,38.0,331714.0,BENS_G2,SUPERIOR COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,1095
TEREZINHA PAZ,PSOL,Esquerda,SC,FEMININO,PARDA,43.0,nan,nan,ENSINO MÉDIO COMPLETO,"VENDEDOR PRACISTA, REPRESENTANTE, CAIXEIRO-VIAJANTE E ASSEMELHADOS",N,NÃO DIVULGÁVEL,5012
ELDO SILVA,CIDADANIA,Esquerda,SP,MASCULINO,BRANCA,45.0,145000.0,BENS_G3,SUPERIOR COMPLETO,ADMINISTRADOR,N,NÃO DIVULGÁVEL,2377
ENFERMEIRA MARIA LUCIA,PODE,Direita,SP,FEMININO,PRETA,59.0,383860.0,BENS_G2,SUPERIOR COMPLETO,ENFERMEIRO,N,NÃO DIVULGÁVEL,1963
FARIAS,PATRIOTA,Direita,CE,MASCULINO,BRANCA,63.0,12923.0,BENS_G4,SUPERIOR COMPLETO,APOSENTADO (EXCETO SERVIDOR PÚBLICO),N,NÃO DIVULGÁVEL,5100
DANI SUTO,PL,Direita,PR,FEMININO,BRANCA,44.0,nan,nan,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,2230
JAM ENGENHARIA,PDT,Esquerda,RR,MASCULINO,PARDA,49.0,10180000.0,BENS_G1,SUPERIOR INCOMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,1240
ELTON,PSDB,Centro,SP,MASCULINO,PARDA,36.0,30000.0,BENS_G4,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,4508
PASTOR SIDRAQUE PINHEIRO,PATRIOTA,Direita,DF,MASCULINO,BRANCA,75.0,630000.0,BENS_G2,SUPERIOR COMPLETO,APOSENTADO (EXCETO SERVIDOR PÚBLICO),N,NÃO DIVULGÁVEL,5111
CAROL NOLETO,PODE,Direita,MA,FEMININO,BRANCA,42.0,420000.0,BENS_G2,SUPERIOR COMPLETO,POLICIAL CIVIL,N,NÃO DIVULGÁVEL,1911
DRA ELIANE SANTIAGO,PT,Esquerda,MG,FEMININO,PRETA,59.0,87775.0,BENS_G3,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,1323
ALESSANDRO FÉLIX,PODE,Direita,PA,MASCULINO,PARDA,44.0,8000.0,BENS_G4,ENSINO MÉDIO COMPLETO,MOTOBOY,N,NÃO DIVULGÁVEL,1959
PASTOR ABRAÃO,REPUBLICANOS,Direita,CE,MASCULINO,PARDA,53.0,104068.0,BENS_G3,ENSINO MÉDIO COMPLETO,SACERDOTE OU MEMBRO DE ORDEM OU SEITA RELIGIOSA,N,NÃO DIVULGÁVEL,1023
ANA CHACEL,PMN,Esquerda,DF,FEMININO,BRANCA,48.0,nan,nan,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,3377
TIA NICE,PMN,Esquerda,PE,FEMININO,PARDA,48.0,nan,nan,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,3365
PATRICIA MARXS,UNIÃO,Direita,CE,FEMININO,BRANCA,36.0,119388.0,BENS_G3,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,4466
BERE DOS ANJOS,AGIR,Direita,RJ,FEMININO,PARDA,52.0,nan,nan,ENSINO FUNDAMENTAL COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,3637
TIA NILMA GUÊZ,PODE,Direita,ES,FEMININO,PRETA,58.0,720000.0,BENS_G2,ENSINO MÉDIO COMPLETO,MOTORISTA PARTICULAR,N,NÃO DIVULGÁVEL,1922
PROFA. FÁTIMA SOUSA,PSOL,Esquerda,DF,FEMININO,BRANCA,62.0,1348422.0,BENS_G1,SUPERIOR COMPLETO,PROFESSOR DE ENSINO SUPERIOR,N,NÃO DIVULGÁVEL,5050
JAMANTA DO PARAFUSO,PRTB,Direita,BA,MASCULINO,PRETA,56.0,10000.0,BENS_G4,ENSINO MÉDIO COMPLETO,AGENTE ADMINISTRATIVO,N,NÃO DIVULGÁVEL,2809
BENEDITA MARCOLINO,PL,Direita,BA,FEMININO,PARDA,55.0,89000.0,BENS_G3,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,2254
PAES LANDIM,UNIÃO,Direita,PI,MASCULINO,BRANCA,85.0,58248.0,BENS_G4,SUPERIOR COMPLETO,DEPUTADO,S,NÃO DIVULGÁVEL,4410
SANTIAGO,CIDADANIA,Esquerda,RR,MASCULINO,PARDA,56.0,nan,nan,ENSINO FUNDAMENTAL COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,2310
ROMER GUEX,PSOL,Esquerda,RS,MASCULINO,BRANCA,58.0,745000.0,BENS_G2,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,5012
MÁRCIA FOFA,MDB,Centro,GO,FEMININO,PARDA,59.0,nan,nan,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,1522
ROSEMEIRE MARTINS,PTB,Direita,SP,FEMININO,BRANCA,48.0,nan,nan,ENSINO MÉDIO COMPLETO,COMERCIANTE,N,NÃO DIVULGÁVEL,1480
ROSELI TERAPEUTA,PP,Direita,PR,FEMININO,PRETA,61.0,502000.0,BENS_G2,ENSINO MÉDIO COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,1141
MARINA SILVA,REDE,Esquerda,SP,FEMININO,PRETA,64.0,120946.0,BENS_G3,SUPERIOR COMPLETO,HISTORIADOR,N,NÃO DIVULGÁVEL,1818
JOSE SANTIL AGRIPINO,PSB,Esquerda,MG,MASCULINO,PRETA,59.0,nan,nan,ENSINO FUNDAMENTAL COMPLETO,LAVADOR DE VEÍCULOS,N,NÃO DIVULGÁVEL,4068
DR CARLOS,PATRIOTA,Direita,MA,MASCULINO,PRETA,64.0,150000.0,BENS_G3,SUPERIOR COMPLETO,MÉDICO,N,NÃO DIVULGÁVEL,5147
PROFESSORA CAROL,PSD,Direita,AL,FEMININO,BRANCA,44.0,223424.0,BENS_G3,SUPERIOR COMPLETO,PROFESSOR DE ENSINO SUPERIOR,N,NÃO DIVULGÁVEL,5533
PEPI DA CRUZEIRO,UNIÃO,Direita,RS,MASCULINO,BRANCA,40.0,40000.0,BENS_G4,ENSINO MÉDIO COMPLETO,VENDEDOR DE COMÉRCIO VAREJISTA E ATACADISTA,N,NÃO DIVULGÁVEL,4451
FABIO MONGE,AVANTE,Centro,SP,MASCULINO,BRANCA,44.0,14300.0,BENS_G4,SUPERIOR INCOMPLETO,OUTROS,N,NÃO DIVULGÁVEL,7018
ALBERTO LIMA,AGIR,Direita,RO,MASCULINO,PARDA,53.0,nan,nan,SUPERIOR INCOMPLETO,REPRESENTANTE COMERCIAL,N,NÃO DIVULGÁVEL,3600
MOISÉS CELULAR,PROS,Centro,BA,MASCULINO,PARDA,42.0,389800.0,BENS_G2,ENSINO MÉDIO INCOMPLETO,COMERCIANTE,N,NÃO DIVULGÁVEL,9097
MARIA EUNICE,PT,Esquerda,RS,FEMININO,BRANCA,64.0,917000.0,BENS_G1,SUPERIOR COMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,1314
CEL PROF JOÃO NEVES,NOVO,Direita,RJ,MASCULINO,BRANCA,65.0,407287.0,BENS_G2,SUPERIOR COMPLETO,SERVIDOR PÚBLICO FEDERAL,N,NÃO DIVULGÁVEL,3003
MATHEUS LINARD,PODE,Direita,CE,MASCULINO,PARDA,35.0,nan,nan,SUPERIOR INCOMPLETO,OUTROS,N,NÃO DIVULGÁVEL,1919
BALTAZAR,UNIÃO,Direita,RJ,MASCULINO,PARDA,73.0,46378.0,BENS_G4,SUPERIOR COMPLETO,MÉDICO,N,NÃO DIVULGÁVEL,4450
CORONEL TOMASELLA,PSC,Direita,SP,MASCULINO,BRANCA,73.0,1710741.0,BENS_G1,SUPERIOR COMPLETO,POLICIAL MILITAR,N,NÃO DIVULGÁVEL,2064
SERJÃO,PATRIOTA,Direita,MG,MASCULINO,PARDA,48.0,140000.0,BENS_G3,ENSINO MÉDIO COMPLETO,MOTORISTA DE VEÍCULOS DE TRANSPORTE COLETIVO DE PASSAGEIROS,N,NÃO DIVULGÁVEL,5195
NEWTON MENDES,PTB,Direita,SC,MASCULINO,BRANCA,60.0,848045.0,BENS_G1,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,1441
MARTA MATOS,DC,Direita,MA,FEMININO,BRANCA,47.0,nan,nan,SUPERIOR COMPLETO,ADMINISTRADOR,N,NÃO DIVULGÁVEL,2722
ARIETE BUZATO,PMB,Direita,PR,FEMININO,BRANCA,56.0,5000.0,BENS_G4,ENSINO MÉDIO COMPLETO,LOCUTOR E COMENTARISTA DE RÁDIO E TELEVISÃO E RADIALISTA,N,NÃO DIVULGÁVEL,3523
PROFESSORA LUCIA BATISTA,PSB,Esquerda,GO,FEMININO,PRETA,68.0,677615.0,BENS_G2,SUPERIOR COMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,4010
GUEDES BOMBEIRO,PROS,Centro,SP,MASCULINO,PARDA,61.0,nan,nan,ENSINO FUNDAMENTAL COMPLETO,BOMBEIRO CIVIL,N,NÃO DIVULGÁVEL,9093
EDILSON PACHECO,PSC,Direita,SP,MASCULINO,BRANCA,61.0,nan,nan,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,2032
ENFERMEIRO RENNÉ,PSDB,Centro,AL,MASCULINO,PARDA,40.0,nan,nan,SUPERIOR COMPLETO,ENFERMEIRO,N,NÃO DIVULGÁVEL,4544
BEL. JULIO GIFFONI,PL,Direita,BA,MASCULINO,PARDA,49.0,120000.0,BENS_G3,SUPERIOR COMPLETO,POLICIAL CIVIL,N,NÃO DIVULGÁVEL,2290
DEDA CLAUDINO,MDB,Centro,PB,MASCULINO,PARDA,48.0,1282850.0,BENS_G1,ENSINO MÉDIO COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,1566
OBAMA,PMN,Esquerda,PE,MASCULINO,PRETA,45.0,23200.0,BENS_G4,SUPERIOR INCOMPLETO,OUTROS,N,NÃO DIVULGÁVEL,3369
ALBÂNIA ALVES,NOVO,Direita,PE,FEMININO,BRANCA,54.0,30000.0,BENS_G4,SUPERIOR COMPLETO,"CORRETOR DE IMÓVEIS, SEGUROS, TÍTULOS E VALORES",N,NÃO DIVULGÁVEL,3033
FABIANO GONÇALVES,CIDADANIA,Esquerda,RJ,MASCULINO,BRANCA,48.0,1075627.0,BENS_G1,SUPERIOR COMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,2360
DELEGADO LUIZ ALVES,REPUBLICANOS,Direita,PR,MASCULINO,PRETA,42.0,643929.0,BENS_G2,SUPERIOR COMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,1044
TIA ELIELZA,PSDB,Centro,AL,FEMININO,PARDA,67.0,nan,nan,SUPERIOR COMPLETO,PEDAGOGO,N,NÃO DIVULGÁVEL,4533
ELMAR NASCIMENTO,UNIÃO,Direita,BA,MASCULINO,PARDA,52.0,2282139.0,BENS_G1,SUPERIOR COMPLETO,DEPUTADO,S,NÃO DIVULGÁVEL,4433
LUCIANO ALVES,PSD,Direita,PR,MASCULINO,PRETA,50.0,nan,nan,SUPERIOR COMPLETO,JORNALISTA E REDATOR,N,NÃO DIVULGÁVEL,5580
PEDRO MACARI,PSDB,Centro,RS,MASCULINO,BRANCA,63.0,323331.0,BENS_G2,ENSINO MÉDIO COMPLETO,COMERCIANTE,N,NÃO DIVULGÁVEL,4599
PROFESSOR CLEMENS,REPUBLICANOS,Direita,BA,MASCULINO,PARDA,27.0,10000.0,BENS_G4,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,1005
COLETIVO DR. GONÇALO,PODE,Direita,MA,MASCULINO,BRANCA,69.0,3391109.0,BENS_G1,SUPERIOR COMPLETO,APOSENTADO (EXCETO SERVIDOR PÚBLICO),N,NÃO DIVULGÁVEL,1933
JOSIMAR FERNANDES,SOLIDARIEDADE,Centro,ES,MASCULINO,BRANCA,35.0,nan,nan,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,7799
SAMARTONY MARTINS,PSOL,Esquerda,MA,MASCULINO,PARDA,52.0,200000.0,BENS_G3,SUPERIOR COMPLETO,JORNALISTA E REDATOR,N,NÃO DIVULGÁVEL,5055
DRA ROBERTA VIRGINIA,AVANTE,Centro,PE,FEMININO,PRETA,51.0,400000.0,BENS_G2,SUPERIOR COMPLETO,FISIOTERAPEUTA E TERAPEUTA OCUPACIONAL,N,NÃO DIVULGÁVEL,7009
DENILSON SOUZA,PT,Esquerda,RJ,MASCULINO,PRETA,44.0,2500.0,BENS_G4,ENSINO MÉDIO COMPLETO,SACERDOTE OU MEMBRO DE ORDEM OU SEITA RELIGIOSA,N,NÃO DIVULGÁVEL,1368
CHRIS GOMES,PMB,Direita,CE,FEMININO,PARDA,39.0,nan,nan,SUPERIOR INCOMPLETO,OUTROS,N,NÃO DIVULGÁVEL,3535
ZÉ LIMA DE CAFARNAUM,MDB,Centro,BA,MASCULINO,PARDA,54.0,5108000.0,BENS_G1,SUPERIOR INCOMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,1580
JULIO MOURA,REDE,Esquerda,RS,MASCULINO,BRANCA,54.0,180000.0,BENS_G3,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,1818
MAXWELL MILAMAX,PP,Direita,MG,MASCULINO,PARDA,49.0,969000.0,BENS_G1,ENSINO MÉDIO COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,1167
MAJOR SERGIO,REPUBLICANOS,Direita,SP,MASCULINO,BRANCA,51.0,454500.0,BENS_G2,SUPERIOR COMPLETO,POLICIAL MILITAR,N,NÃO DIVULGÁVEL,1019
DR NOGUEIRA,PP,Direita,AC,MASCULINO,PRETA,37.0,274671.0,BENS_G3,SUPERIOR COMPLETO,MÉDICO,N,NÃO DIVULGÁVEL,1123
WILSON RIBEIRO DA CULTURA,PSB,Esquerda,GO,MASCULINO,BRANCA,56.0,100000.0,BENS_G3,ENSINO MÉDIO COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,4001
ADELMAZIN DA SAÚDE,CIDADANIA,Esquerda,PI,MASCULINO,PRETA,46.0,nan,nan,SUPERIOR COMPLETO,SERVIDOR PÚBLICO MUNICIPAL,N,NÃO DIVULGÁVEL,2333
ARANÍSIO JÚNIOR,PSC,Direita,MG,MASCULINO,BRANCA,40.0,nan,nan,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,2077
PROFESSORA IARA,PC do B,Esquerda,MS,FEMININO,INDÍGENA,55.0,83443.0,BENS_G3,SUPERIOR COMPLETO,PROFESSOR DE ENSINO MÉDIO,N,NÃO DIVULGÁVEL,6567
JUNIOR ALVES,PDT,Esquerda,AL,MASCULINO,PARDA,51.0,nan,nan,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,1209
CLAUDIA FERREIRA,PMN,Esquerda,RJ,FEMININO,PARDA,40.0,nan,nan,ENSINO MÉDIO COMPLETO,PRODUTOR DE ESPETÁCULOS PÚBLICOS,N,NÃO DIVULGÁVEL,3353
PAULO ABI-ACKEL,PSDB,Centro,MG,MASCULINO,BRANCA,59.0,4736332.0,BENS_G1,SUPERIOR COMPLETO,ADVOGADO,S,NÃO DIVULGÁVEL,4545
SÉRGIO SOUZA,MDB,Centro,PR,MASCULINO,BRANCA,51.0,1947653.0,BENS_G1,SUPERIOR COMPLETO,DEPUTADO,S,NÃO DIVULGÁVEL,1512
