NM_URNA_CANDIDATO,SG_PARTIDO,IDEOLOGIA_PARTIDO,SG_UF,DS_GENERO,DS_COR_RACA,NR_IDADE_DATA_POSSE,VR_BEM_CANDIDATO,AGRUPAMENTO_BENS,DS_GRAU_INSTRUCAO,DS_OCUPACAO,ST_REELEICAO,NM_EMAIL,NR_CANDIDATO
MARCELO MECANICO,PODE,Direita,RS,MASCULINO,BRANCA,47.0,109500.0,BENS_G3,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,19129
MAIKA DO CARMO,PSD,Direita,RR,FEMININO,PARDA,36.0,nan,nan,SUPERIOR COMPLETO,PEDAGOGO,N,NÃO DIVULGÁVEL,55432
SUBTENENTE RIBEIRO,AGIR,Direita,RJ,MASCULINO,BRANCA,48.0,nan,nan,ENSINO MÉDIO COMPLETO,POLICIAL MILITAR,N,NÃO DIVULGÁVEL,36911
JALMIR JÚNIOR,PRTB,Direita,RJ,MASCULINO,BRANCA,39.0,110000.0,BENS_G3,SUPERIOR COMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,28888
JUNINHO BARBEIRO,PP,Direita,MG,MASCULINO,PARDA,49.0,397000.0,BENS_G2,ENSINO MÉDIO COMPLETO,CABELEIREIRO E BARBEIRO,N,NÃO DIVULGÁVEL,11115
DARLINDO ARTESÃO,CIDADANIA,Esquerda,PA,MASCULINO,PARDA,63.0,nan,nan,ENSINO MÉDIO COMPLETO,ARTESÃO,N,NÃO DIVULGÁVEL,23123
ELIANE DIAS,DC,Direita,GO,FEMININO,PARDA,53.0,nan,nan,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,27750
RAFAEL GOMES,PSOL,Esquerda,GO,MASCULINO,INDÍGENA,34.0,167000.0,BENS_G3,SUPERIOR COMPLETO,MÚSICO,N,NÃO DIVULGÁVEL,50321
ROSANA SCANDIAN,PODE,Direita,SE,FEMININO,BRANCA,39.0,nan,nan,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,19900
EDUARDO CARVALHAL,PL,Direita,BA,MASCULINO,PARDA,40.0,nan,nan,SUPERIOR INCOMPLETO,OUTROS,N,NÃO DIVULGÁVEL,22722
MAGUI AYRES,REDE,Esquerda,AP,MASCULINO,PRETA,39.0,nan,nan,SUPERIOR COMPLETO,GEÓGRAFO,N,NÃO DIVULGÁVEL,18018
DR JACI,CIDADANIA,Esquerda,AP,MASCULINO,PARDA,73.0,1220000.0,BENS_G1,SUPERIOR COMPLETO,MÉDICO,N,NÃO DIVULGÁVEL,23100
HELANE RIBEIRO,PRTB,Direita,MS,FEMININO,BRANCA,64.0,155000.0,BENS_G3,SUPERIOR COMPLETO,ODONTÓLOGO,N,NÃO DIVULGÁVEL,28111
JÓIA BRAGA,PDT,Esquerda,AM,MASCULINO,PARDA,58.0,62200.0,BENS_G4,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,12123
DE PAULA,PSD,Direita,MG,MASCULINO,BRANCA,55.0,79399.0,BENS_G3,SUPERIOR INCOMPLETO,ADMINISTRADOR,N,NÃO DIVULGÁVEL,55968
CORONEL RELDER,PSC,Direita,SP,MASCULINO,BRANCA,51.0,968000.0,BENS_G1,SUPERIOR COMPLETO,MILITAR REFORMADO,N,NÃO DIVULGÁVEL,20777
JUSMARI OLIVEIRA,PSD,Direita,BA,FEMININO,PARDA,59.0,1014885.0,BENS_G1,SUPERIOR COMPLETO,DEPUTADO,S,NÃO DIVULGÁVEL,55321
CELSO STROBEL,NOVO,Direita,SC,MASCULINO,BRANCA,64.0,4583794.0,BENS_G1,SUPERIOR COMPLETO,APOSENTADO (EXCETO SERVIDOR PÚBLICO),N,NÃO DIVULGÁVEL,30333
PASTOR ARNALDO BARROS,PODE,Direita,AC,MASCULINO,BRANCA,53.0,nan,nan,ENSINO FUNDAMENTAL INCOMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,19456
CACIQUE SRÊWÊ XERENTE,PATRIOTA,Direita,TO,MASCULINO,PRETA,50.0,186000.0,BENS_G3,ENSINO MÉDIO COMPLETO,SERVIDOR PÚBLICO ESTADUAL,N,NÃO DIVULGÁVEL,51777
JOEL GALDINO,PP,Direita,PE,MASCULINO,PARDA,39.0,nan,nan,ENSINO FUNDAMENTAL COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,11234
TATY,PSB,Esquerda,RS,FEMININO,BRANCA,49.0,65537.0,BENS_G4,SUPERIOR COMPLETO,TÉCNICO DE ENFERMAGEM E ASSEMELHADOS (EXCETO ENFERMEIRO),N,NÃO DIVULGÁVEL,40020
CORONEL MARDOCK,PL,Direita,PA,MASCULINO,PARDA,53.0,1032805.0,BENS_G1,SUPERIOR COMPLETO,POLICIAL MILITAR,N,NÃO DIVULGÁVEL,22190
FRED,PODE,Direita,MS,MASCULINO,PARDA,40.0,229351.0,BENS_G3,SUPERIOR COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,19033
INSTRUTOR RODRIGUES,PATRIOTA,Direita,SP,MASCULINO,BRANCA,52.0,nan,nan,SUPERIOR INCOMPLETO,PROFESSOR E INSTRUTOR DE FORMAÇÃO PROFISSIONAL,N,NÃO DIVULGÁVEL,51132
FERNANDO TAVARES,PATRIOTA,Direita,RJ,MASCULINO,PARDA,45.0,11952.0,BENS_G4,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,51100
MARCOS BAXIM,PSB,Esquerda,PA,MASCULINO,PARDA,38.0,2089120.0,BENS_G1,SUPERIOR COMPLETO,PRODUTOR AGROPECUÁRIO,N,NÃO DIVULGÁVEL,40123
SHEILA KLENER,PSDB,Centro,MT,FEMININO,BRANCA,48.0,362066.0,BENS_G2,SUPERIOR COMPLETO,GEÓLOGO,N,NÃO DIVULGÁVEL,45000
VIVIAN SOARES,REPUBLICANOS,Direita,SP,FEMININO,BRANCA,41.0,nan,nan,ENSINO MÉDIO COMPLETO,COMERCIANTE,N,NÃO DIVULGÁVEL,10014
NINHAS BAR,PODE,Direita,SE,FEMININO,BRANCA,53.0,nan,nan,ENSINO FUNDAMENTAL COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,19666
GERSON LEAL,PMN,Esquerda,GO,MASCULINO,PARDA,50.0,nan,nan,ENSINO MÉDIO COMPLETO,TAPECEIRO,N,NÃO DIVULGÁVEL,33555
THOMÁS CORREA,PSOL,Esquerda,RR,MASCULINO,PRETA,25.0,nan,nan,SUPERIOR COMPLETO,PROFESSOR DE ENSINO MÉDIO,N,NÃO DIVULGÁVEL,50555
ZEZE SANTANA,PMB,Direita,TO,MASCULINO,PARDA,59.0,nan,nan,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,35777
CEL MENDONÇA,REPUBLICANOS,Direita,MG,MASCULINO,BRANCA,59.0,nan,nan,SUPERIOR COMPLETO,MILITAR REFORMADO,N,NÃO DIVULGÁVEL,10190
AUDREY GOGLIANO,PTB,Direita,SP,FEMININO,BRANCA,57.0,nan,nan,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,14130
LUISÃO CRUZ,PDT,Esquerda,SP,MASCULINO,PRETA,50.0,2000.0,BENS_G4,ENSINO MÉDIO INCOMPLETO,"ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS",N,NÃO DIVULGÁVEL,12377
COMANDANTE DAN,PSC,Direita,AM,MASCULINO,BRANCA,57.0,1280000.0,BENS_G1,SUPERIOR COMPLETO,POLICIAL MILITAR,N,NÃO DIVULGÁVEL,20022
GISELE ALVES,PROS,Centro,RR,FEMININO,BRANCA,46.0,7150000.0,BENS_G1,SUPERIOR COMPLETO,FARMACÊUTICO,N,NÃO DIVULGÁVEL,90789
SHEILA GOMES,UNIÃO,Direita,GO,FEMININO,PARDA,38.0,30000.0,BENS_G4,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,44300
CAFÉ,PDT,Esquerda,MS,MASCULINO,PARDA,60.0,1500000.0,BENS_G1,ENSINO FUNDAMENTAL COMPLETO,POLICIAL MILITAR,N,NÃO DIVULGÁVEL,12190
EVANDRO LEITÃO,PDT,Esquerda,CE,MASCULINO,BRANCA,55.0,1107059.0,BENS_G1,SUPERIOR COMPLETO,DEPUTADO,S,NÃO DIVULGÁVEL,12000
NELI CUSTÓDIO,PSC,Direita,SC,FEMININO,PARDA,46.0,nan,nan,ENSINO FUNDAMENTAL INCOMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,20999
THAISA CARNEIRO,AGIR,Direita,BA,FEMININO,PRETA,33.0,nan,nan,ENSINO MÉDIO COMPLETO,ADMINISTRADOR,N,NÃO DIVULGÁVEL,36555
ZORAIDA LOBATO,MDB,Centro,SP,FEMININO,BRANCA,60.0,145000.0,BENS_G3,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,15060
GIPÃO,PL,Direita,TO,MASCULINO,BRANCA,50.0,400000.0,BENS_G2,SUPERIOR COMPLETO,ADMINISTRADOR,N,NÃO DIVULGÁVEL,22444
INÁCIO MELO,PSDB,Centro,MA,MASCULINO,BRANCA,47.0,1503000.0,BENS_G1,SUPERIOR COMPLETO,ADMINISTRADOR,N,NÃO DIVULGÁVEL,45555
ITAMARA SOUZA,PV,Esquerda,AC,FEMININO,PARDA,34.0,nan,nan,SUPERIOR INCOMPLETO,"ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS",N,NÃO DIVULGÁVEL,43123
SIMONE LERNER,PL,Direita,SC,FEMININO,BRANCA,36.0,150000.0,BENS_G3,ENSINO MÉDIO COMPLETO,VENDEDOR DE COMÉRCIO VAREJISTA E ATACADISTA,N,NÃO DIVULGÁVEL,22202
FÁTIMA CASTRO,PROS,Centro,PR,FEMININO,BRANCA,46.0,1127.0,BENS_G4,SUPERIOR COMPLETO,ASSISTENTE SOCIAL,N,NÃO DIVULGÁVEL,90444
FERNANDINA,UNIÃO,Direita,PR,FEMININO,BRANCA,43.0,52000.0,BENS_G4,ENSINO FUNDAMENTAL COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,44055
WILSON,AGIR,Direita,CE,MASCULINO,PARDA,49.0,nan,nan,ENSINO FUNDAMENTAL COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,36122
HÉLIO GUILHERME,REPUBLICANOS,Direita,ES,MASCULINO,BRANCA,41.0,40000.0,BENS_G4,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,10789
REGINA KREUSBURG,PL,Direita,RS,FEMININO,BRANCA,64.0,540000.0,BENS_G2,ENSINO MÉDIO COMPLETO,APOSENTADO (EXCETO SERVIDOR PÚBLICO),N,NÃO DIVULGÁVEL,22999
VALDI TARTARUGA,PL,Direita,PB,MASCULINO,PARDA,53.0,nan,nan,LÊ E ESCREVE,COMERCIANTE,N,NÃO DIVULGÁVEL,22888
FLAVIO MACIEL,SOLIDARIEDADE,Centro,RS,MASCULINO,PARDA,49.0,236500.0,BENS_G3,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,77222
EDSON BAIANINHO,SOLIDARIEDADE,Centro,PR,MASCULINO,PARDA,58.0,nan,nan,ENSINO MÉDIO INCOMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,77890
ELI CORCINIO,PL,Direita,SE,FEMININO,PARDA,43.0,180000.0,BENS_G3,SUPERIOR INCOMPLETO,"ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS",N,NÃO DIVULGÁVEL,22700
JURACY SODRÉ,PL,Direita,PI,MASCULINO,BRANCA,63.0,nan,nan,SUPERIOR COMPLETO,SERVIDOR PÚBLICO FEDERAL,N,NÃO DIVULGÁVEL,22555
RAFAEL BUENO,PL,Direita,GO,MASCULINO,BRANCA,40.0,805000.0,BENS_G1,SUPERIOR COMPLETO,SERVIDOR PÚBLICO FEDERAL,N,NÃO DIVULGÁVEL,22122
LUIS DE DEUS,DC,Direita,PA,MASCULINO,PARDA,69.0,nan,nan,ENSINO FUNDAMENTAL INCOMPLETO,FOTÓGRAFO E ASSEMELHADOS,N,NÃO DIVULGÁVEL,27000
CAMILA PRETA,PDT,Esquerda,MG,FEMININO,PRETA,33.0,nan,nan,ENSINO MÉDIO INCOMPLETO,GARI OU LIXEIRO,N,NÃO DIVULGÁVEL,12220
RICARDO FRANCESCHINI,PRTB,Direita,PB,MASCULINO,BRANCA,40.0,485000.0,BENS_G2,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,28800
MAURA BARROSO,PSD,Direita,MA,FEMININO,BRANCA,56.0,915000.0,BENS_G1,SUPERIOR COMPLETO,SERVIDOR PÚBLICO ESTADUAL,N,NÃO DIVULGÁVEL,55444
HERCULES,MDB,Centro,ES,MASCULINO,PARDA,59.0,200000.0,BENS_G3,SUPERIOR COMPLETO,APOSENTADO (EXCETO SERVIDOR PÚBLICO),N,NÃO DIVULGÁVEL,15100
MARCOS CALDAS,PROS,Centro,MA,MASCULINO,PARDA,56.0,5501769.0,BENS_G1,ENSINO FUNDAMENTAL COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,90000
BRUNO PEREIRA,PATRIOTA,Direita,PE,MASCULINO,BRANCA,39.0,nan,nan,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,51456
FERRUGEM DAS RESISTÊNCIAS,PATRIOTA,Direita,BA,MASCULINO,PRETA,52.0,17557.0,BENS_G4,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,51255
LAURO DAVI,PSB,Esquerda,MS,MASCULINO,BRANCA,66.0,574879.0,BENS_G2,SUPERIOR COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,40789
BRANCA DO AÇAÍ,MDB,Centro,ES,FEMININO,PARDA,57.0,nan,nan,ENSINO FUNDAMENTAL COMPLETO,DONA DE CASA,N,NÃO DIVULGÁVEL,15888
DARCY CAMINHONEIRO,PSB,Esquerda,PR,MASCULINO,PARDA,50.0,322.0,BENS_G4,ENSINO FUNDAMENTAL INCOMPLETO,MOTORISTA DE VEÍCULOS DE TRANSPORTE DE CARGA,N,NÃO DIVULGÁVEL,40147
IRMÃO HELITON DO PÉROLA,PDT,Esquerda,RR,MASCULINO,PARDA,33.0,nan,nan,ENSINO FUNDAMENTAL INCOMPLETO,OUTROS,N,NÃO DIVULGÁVEL,12525
GABI VASCONCELOS,PATRIOTA,Direita,MG,FEMININO,BRANCA,38.0,nan,nan,ENSINO MÉDIO COMPLETO,CABELEIREIRO E BARBEIRO,N,NÃO DIVULGÁVEL,51332
MANOEL MACHADO,PSC,Direita,RS,MASCULINO,BRANCA,68.0,5829000.0,BENS_G1,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,20029
SOLDADO MONTEIRO,PL,Direita,PR,MASCULINO,BRANCA,43.0,nan,nan,SUPERIOR INCOMPLETO,MINISTRO DE ESTADO,N,NÃO DIVULGÁVEL,22277
NATHALIA CARVALHO,REPUBLICANOS,Direita,RJ,FEMININO,PARDA,34.0,nan,nan,SUPERIOR INCOMPLETO,OUTROS,N,NÃO DIVULGÁVEL,10003
CORONEL MALUCELLI,PP,Direita,PR,MASCULINO,BRANCA,71.0,110900.0,BENS_G3,SUPERIOR COMPLETO,POLICIAL MILITAR,N,NÃO DIVULGÁVEL,11123
BIRA CAMINHONEIRO,AGIR,Direita,SP,MASCULINO,BRANCA,60.0,180000.0,BENS_G3,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,36640
ERNANDO PEIXOTO,REPUBLICANOS,Direita,BA,MASCULINO,PARDA,63.0,nan,nan,ENSINO MÉDIO COMPLETO,COMERCIANTE,N,NÃO DIVULGÁVEL,10122
SILVIO ALEXANDRE ZANCANARO,PSD,Direita,SC,MASCULINO,BRANCA,46.0,2891277.0,BENS_G1,SUPERIOR COMPLETO,CONTADOR,N,NÃO DIVULGÁVEL,55444
DANNIEL OLIVEIRA,MDB,Centro,CE,MASCULINO,PARDA,40.0,1097687.0,BENS_G1,ENSINO MÉDIO COMPLETO,DEPUTADO,S,NÃO DIVULGÁVEL,15333
CAMILINHO FRANCO,MDB,Centro,PB,MASCULINO,PARDA,36.0,nan,nan,SUPERIOR COMPLETO,ADMINISTRADOR,N,NÃO DIVULGÁVEL,15111
LUIZINHO DA AUTO ESCOLA,SOLIDARIEDADE,Centro,SP,MASCULINO,PARDA,65.0,1165127.0,BENS_G1,ENSINO MÉDIO COMPLETO,APOSENTADO (EXCETO SERVIDOR PÚBLICO),N,NÃO DIVULGÁVEL,77400
MANIN DO ZORRA,PL,Direita,TO,MASCULINO,PARDA,42.0,321765.0,BENS_G2,SUPERIOR INCOMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,22222
CAPITÃO MACEDO PROFESSOR,PL,Direita,RS,MASCULINO,BRANCA,63.0,705000.0,BENS_G2,SUPERIOR COMPLETO,DEPUTADO,S,NÃO DIVULGÁVEL,22022
BRUNA KARINA,UNIÃO,Direita,PE,FEMININO,PARDA,30.0,nan,nan,SUPERIOR INCOMPLETO,ADMINISTRADOR,N,NÃO DIVULGÁVEL,44400
BRITO,REDE,Esquerda,MS,MASCULINO,BRANCA,50.0,nan,nan,ENSINO MÉDIO COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,18123
PAI BRANCO,SOLIDARIEDADE,Centro,RS,MASCULINO,PRETA,35.0,nan,nan,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,77887
LUCIENE,MDB,Centro,SP,FEMININO,BRANCA,46.0,nan,nan,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,15451
NELCI BARREIROS,MDB,Centro,MG,FEMININO,PRETA,67.0,913306.0,BENS_G1,LÊ E ESCREVE,APOSENTADO (EXCETO SERVIDOR PÚBLICO),N,NÃO DIVULGÁVEL,15160
PASTORA LILIAN ALVES,REPUBLICANOS,Direita,SP,FEMININO,PARDA,58.0,127886.0,BENS_G3,ENSINO MÉDIO COMPLETO,SACERDOTE OU MEMBRO DE ORDEM OU SEITA RELIGIOSA,N,NÃO DIVULGÁVEL,10224
RODRIGO MARONI DOS ANIMAIS,PSDB,Centro,RS,MASCULINO,BRANCA,41.0,nan,nan,SUPERIOR COMPLETO,DEPUTADO,S,NÃO DIVULGÁVEL,45000
EDNELSON CHAPA ESPERANÇA E FÉ,PDT,Esquerda,SP,MASCULINO,BRANCA,51.0,130000.0,BENS_G3,ENSINO MÉDIO COMPLETO,COMERCIANTE,N,NÃO DIVULGÁVEL,12999
BELLA GONÇALVES,PSOL,Esquerda,MG,FEMININO,BRANCA,34.0,78072.0,BENS_G3,SUPERIOR COMPLETO,VEREADOR,N,NÃO DIVULGÁVEL,50500
SUELI MARTINEZ,UNIÃO,Direita,PA,FEMININO,PARDA,54.0,nan,nan,ENSINO MÉDIO INCOMPLETO,OUTROS,N,NÃO DIVULGÁVEL,44440
MICHEL CARMONA,PROS,Centro,RJ,MASCULINO,PARDA,41.0,170000.0,BENS_G3,SUPERIOR COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,90121
CORONEL RONALDO FLÔRES,PSD,Direita,RO,MASCULINO,PARDA,55.0,650000.0,BENS_G2,SUPERIOR COMPLETO,POLICIAL MILITAR,N,NÃO DIVULGÁVEL,55001
DR MOHAMED YOUSSEF,MDB,Centro,SP,MASCULINO,BRANCA,50.0,1770684.0,BENS_G1,SUPERIOR COMPLETO,MÉDICO,N,NÃO DIVULGÁVEL,15015
SILVANA MAIA,PRTB,Direita,MG,FEMININO,BRANCA,61.0,nan,nan,ENSINO MÉDIO COMPLETO,COMERCIANTE,N,NÃO DIVULGÁVEL,28019
DR GILMAR,DC,Direita,MG,MASCULINO,PARDA,51.0,640000.0,BENS_G2,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,27010
MANOEL DO POVO,PMB,Direita,TO,MASCULINO,PARDA,62.0,nan,nan,ENSINO FUNDAMENTAL COMPLETO,AGRICULTOR,N,NÃO DIVULGÁVEL,35210
GEORGE TAKIMOTO,MDB,Centro,MS,MASCULINO,BRANCA,81.0,849385.0,BENS_G1,SUPERIOR COMPLETO,MÉDICO,N,NÃO DIVULGÁVEL,15115
PAULO CESAR O NOVO,PTB,Direita,MS,MASCULINO,PARDA,46.0,nan,nan,SUPERIOR COMPLETO,CONTADOR,N,NÃO DIVULGÁVEL,14128
RAIR ANICIO,PSTU,Esquerda,MG,MASCULINO,PARDA,48.0,457000.0,BENS_G2,SUPERIOR COMPLETO,COMERCIÁRIO,N,NÃO DIVULGÁVEL,16016
EDNA PIRES,PATRIOTA,Direita,RJ,FEMININO,PARDA,57.0,nan,nan,ENSINO MÉDIO COMPLETO,DONA DE CASA,N,NÃO DIVULGÁVEL,51223
CANTOR IRISVALDO SILVA,PSD,Direita,AL,MASCULINO,PARDA,51.0,nan,nan,ENSINO FUNDAMENTAL COMPLETO,CANTOR E COMPOSITOR,N,NÃO DIVULGÁVEL,55800
MIGUEL ROSSETTO,PT,Esquerda,RS,MASCULINO,BRANCA,62.0,949113.0,BENS_G1,SUPERIOR COMPLETO,SOCIÓLOGO,N,NÃO DIVULGÁVEL,13000
DR. RENATO MARTINS,PTB,Direita,SP,MASCULINO,BRANCA,57.0,3500787.0,BENS_G1,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,14200
NICOLLE BARBOSA,UNIÃO,Direita,CE,FEMININO,BRANCA,50.0,317950.0,BENS_G2,ENSINO MÉDIO COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,44776
PASTORA AGRICOLA CARRERA,PL,Direita,PA,FEMININO,PARDA,49.0,nan,nan,ENSINO MÉDIO COMPLETO,CABELEIREIRO E BARBEIRO,N,NÃO DIVULGÁVEL,22120
MÁRIO GOMES,PSOL,Esquerda,BA,MASCULINO,PARDA,36.0,nan,nan,ENSINO FUNDAMENTAL COMPLETO,MECÂNICO DE MANUTENÇÃO,N,NÃO DIVULGÁVEL,50133
JHENNIFFER BREENSTUP,REPUBLICANOS,Direita,SC,FEMININO,BRANCA,33.0,16000.0,BENS_G4,SUPERIOR COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,10150
RÔMULO FERNANDES,PT,Esquerda,SP,MASCULINO,PARDA,60.0,296432.0,BENS_G2,SUPERIOR COMPLETO,SOCIÓLOGO,N,NÃO DIVULGÁVEL,13789
MIRO CARVALHO,PDT,Esquerda,BA,MASCULINO,PARDA,41.0,nan,nan,SUPERIOR INCOMPLETO,OUTROS,N,NÃO DIVULGÁVEL,12500
PAULO MATOS,SOLIDARIEDADE,Centro,PR,MASCULINO,PARDA,62.0,113290.0,BENS_G3,SUPERIOR COMPLETO,COMERCIANTE,N,NÃO DIVULGÁVEL,77100
WOLMIR AGUIAR,SOLIDARIEDADE,Centro,PR,MASCULINO,BRANCA,50.0,1914173.0,BENS_G1,SUPERIOR COMPLETO,ADVOGADO,N,NÃO DIVULGÁVEL,77000
CORONEL JAIRO,SOLIDARIEDADE,Centro,RJ,MASCULINO,BRANCA,73.0,157460.0,BENS_G3,SUPERIOR COMPLETO,DEPUTADO,S,NÃO DIVULGÁVEL,77123
RISLAYNE SOUZA,PDT,Esquerda,PE,FEMININO,BRANCA,43.0,35000.0,BENS_G4,SUPERIOR INCOMPLETO,OUTROS,N,NÃO DIVULGÁVEL,12321
EVANDRO AGOSTINI,PSB,Esquerda,SC,MASCULINO,BRANCA,40.0,nan,nan,ENSINO MÉDIO COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,40210
IRANI GARI,MDB,Centro,ES,FEMININO,PRETA,53.0,50000.0,BENS_G4,ENSINO FUNDAMENTAL INCOMPLETO,GARI OU LIXEIRO,N,NÃO DIVULGÁVEL,15222
MAURICIO DO CHALÉ,PATRIOTA,Direita,AC,MASCULINO,PARDA,37.0,nan,nan,SUPERIOR COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,51000
MAINARDI,PT,Esquerda,RS,MASCULINO,BRANCA,62.0,1838043.0,BENS_G1,SUPERIOR COMPLETO,DEPUTADO,N,NÃO DIVULGÁVEL,13555
JADE CRISTINA,PATRIOTA,Direita,MG,FEMININO,INDÍGENA,36.0,nan,nan,SUPERIOR INCOMPLETO,PROFESSOR DE ENSINO FUNDAMENTAL,N,NÃO DIVULGÁVEL,51555
ELISEU VIEIRA,PSC,Direita,RS,MASCULINO,BRANCA,67.0,nan,nan,SUPERIOR INCOMPLETO,JORNALISTA E REDATOR,N,NÃO DIVULGÁVEL,20900
EVANGELISTA MARIO ,AGIR,Direita,ES,MASCULINO,PRETA,61.0,5000.0,BENS_G4,SUPERIOR INCOMPLETO,"VENDEDOR PRACISTA, REPRESENTANTE, CAIXEIRO-VIAJANTE E ASSEMELHADOS",N,NÃO DIVULGÁVEL,36770
PASTOR MARCELO GOUVEIA,AVANTE,Centro,AL,MASCULINO,BRANCA,44.0,nan,nan,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,70123
THAÍSA BRASIL,AVANTE,Centro,RJ,FEMININO,PARDA,34.0,nan,nan,ENSINO MÉDIO COMPLETO,OUTROS,N,NÃO DIVULGÁVEL,70600
DUDU DO ONIBUS,DC,Direita,ES,MASCULINO,PARDA,42.0,nan,nan,ENSINO MÉDIO COMPLETO,MOTORISTA DE VEÍCULOS DE TRANSPORTE COLETIVO DE PASSAGEIROS,N,NÃO DIVULGÁVEL,27806
FABI ROCINHA EM FOCO,PP,Direita,RJ,FEMININO,BRANCA,40.0,45000.0,BENS_G4,ENSINO FUNDAMENTAL COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,11002
JOÃO LEITE,PSDB,Centro,MG,MASCULINO,BRANCA,67.0,1303657.0,BENS_G1,SUPERIOR COMPLETO,DEPUTADO,S,NÃO DIVULGÁVEL,45777
DR LINO,PRTB,Direita,RJ,MASCULINO,BRANCA,61.0,1430904.0,BENS_G1,SUPERIOR COMPLETO,MÉDICO,N,NÃO DIVULGÁVEL,28101
IGOR SILVA MTST,PSOL,Esquerda,AL,MASCULINO,PRETA,28.0,96000.0,BENS_G3,ENSINO MÉDIO COMPLETO,"PORTEIRO DE EDIFÍCIO, ASCENSORISTA, GARAGISTA E ZELADOR",N,NÃO DIVULGÁVEL,50123
ARNALDO ROCHA,REPUBLICANOS,Direita,PA,MASCULINO,PARDA,55.0,2040000.0,BENS_G1,SUPERIOR COMPLETO,CONTADOR,N,NÃO DIVULGÁVEL,10222
PALITO,PODE,Direita,SP,MASCULINO,BRANCA,48.0,2000.0,BENS_G4,ENSINO FUNDAMENTAL COMPLETO,EMPRESÁRIO,N,NÃO DIVULGÁVEL,19222
SEU RAIMUNDO,PSB,Esquerda,RR,MASCULINO,PARDA,56.0,7703.0,BENS_G4,ENSINO MÉDIO COMPLETO,SERVIDOR PÚBLICO MUNICIPAL,N,NÃO DIVULGÁVEL,40456
PROFESSORA DENIZA SOUZA,CIDADANIA,Esquerda,RS,FEMININO,BRANCA,44.0,nan,nan,SUPERIOR COMPLETO,ADMINISTRADOR,N,NÃO DIVULGÁVEL,23222
ROGÉRIO FERRAZ,PSB,Esquerda,RS,MASCULINO,BRANCA,59.0,373425.0,BENS_G2,SUPERIOR COMPLETO,SERVIDOR PÚBLICO ESTADUAL,N,NÃO DIVULGÁVEL,40050
LAERTE PEDREIRO,SOLIDARIEDADE,Centro,SP,MASCULINO,BRANCA,57.0,460000.0,BENS_G2,ENSINO MÉDIO INCOMPLETO,OUTROS,N,NÃO DIVULGÁVEL,77567
